"Town","FIPS","Year","Business Type","Measure Type","Variable","Value"
"Goshen","0900532290","2006-2010","Total","Number","Employment",1608
"Goshen","0900532290","2006-2010","Total","Number","Margins of Error",124
"Goshen","0900532290","2006-2010","Self-Employed, Incorporated","Percent","Employment",9.3
"Goshen","0900532290","2006-2010","Self-Employed, Incorporated","Percent","Margins of Error",4
"Goshen","0900532290","2006-2010","Self-Employed, Not Incorporated","Percent","Employment",16.4
"Goshen","0900532290","2006-2010","Self-Employed, Not Incorporated","Percent","Margins of Error",5
"Goshen","0900532290","2006-2010","Government","Percent","Employment",14.9
"Goshen","0900532290","2006-2010","Government","Percent","Margins of Error",5.4
"Goshen","0900532290","2006-2010","Private, Profit","Percent","Employment",50.9
"Goshen","0900532290","2006-2010","Private, Profit","Percent","Margins of Error",6.7
"Goshen","0900532290","2006-2010","Private, Not-for-profit","Percent","Employment",8.6
"Goshen","0900532290","2006-2010","Private, Not-for-profit","Percent","Margins of Error",4
"Goshen","0900532290","2007-2011","Total","Number","Employment",1689
"Goshen","0900532290","2007-2011","Total","Number","Margins of Error",156
"Goshen","0900532290","2007-2011","Self-Employed, Incorporated","Percent","Employment",8.4
"Goshen","0900532290","2007-2011","Self-Employed, Incorporated","Percent","Margins of Error",4.1
"Goshen","0900532290","2007-2011","Self-Employed, Not Incorporated","Percent","Employment",16.7
"Goshen","0900532290","2007-2011","Self-Employed, Not Incorporated","Percent","Margins of Error",5.4
"Goshen","0900532290","2007-2011","Government","Percent","Employment",18.4
"Goshen","0900532290","2007-2011","Government","Percent","Margins of Error",7.6
"Goshen","0900532290","2007-2011","Private, Profit","Percent","Employment",48.5
"Goshen","0900532290","2007-2011","Private, Profit","Percent","Margins of Error",7.2
"Goshen","0900532290","2007-2011","Private, Not-for-profit","Percent","Employment",8.1
"Goshen","0900532290","2007-2011","Private, Not-for-profit","Percent","Margins of Error",3.8
"Goshen","0900532290","2008-2012","Total","Number","Employment",1621
"Goshen","0900532290","2008-2012","Total","Number","Margins of Error",163
"Goshen","0900532290","2008-2012","Self-Employed, Incorporated","Percent","Employment",8.5
"Goshen","0900532290","2008-2012","Self-Employed, Incorporated","Percent","Margins of Error",4.7
"Goshen","0900532290","2008-2012","Self-Employed, Not Incorporated","Percent","Employment",13.3
"Goshen","0900532290","2008-2012","Self-Employed, Not Incorporated","Percent","Margins of Error",4.4
"Goshen","0900532290","2008-2012","Government","Percent","Employment",22.6
"Goshen","0900532290","2008-2012","Government","Percent","Margins of Error",8.2
"Goshen","0900532290","2008-2012","Private, Profit","Percent","Employment",49.4
"Goshen","0900532290","2008-2012","Private, Profit","Percent","Margins of Error",8
"Goshen","0900532290","2008-2012","Private, Not-for-profit","Percent","Employment",6.1
"Goshen","0900532290","2008-2012","Private, Not-for-profit","Percent","Margins of Error",3.4
"Goshen","0900532290","2009-2013","Total","Number","Employment",1499
"Goshen","0900532290","2009-2013","Total","Number","Margins of Error",162
"Goshen","0900532290","2009-2013","Self-Employed, Incorporated","Percent","Employment",7.7
"Goshen","0900532290","2009-2013","Self-Employed, Incorporated","Percent","Margins of Error",4.6
"Goshen","0900532290","2009-2013","Self-Employed, Not Incorporated","Percent","Employment",10.4
"Goshen","0900532290","2009-2013","Self-Employed, Not Incorporated","Percent","Margins of Error",5.6
"Goshen","0900532290","2009-2013","Government","Percent","Employment",20.8
"Goshen","0900532290","2009-2013","Government","Percent","Margins of Error",7.3
"Goshen","0900532290","2009-2013","Private, Profit","Percent","Employment",54.8
"Goshen","0900532290","2009-2013","Private, Profit","Percent","Margins of Error",8.4
"Goshen","0900532290","2009-2013","Private, Not-for-profit","Percent","Employment",6.2
"Goshen","0900532290","2009-2013","Private, Not-for-profit","Percent","Margins of Error",3.6
"Goshen","0900532290","2010-2014","Total","Number","Employment",1512
"Goshen","0900532290","2010-2014","Total","Number","Margins of Error",173
"Goshen","0900532290","2010-2014","Self-Employed, Incorporated","Percent","Employment",4.5
"Goshen","0900532290","2010-2014","Self-Employed, Incorporated","Percent","Margins of Error",2.7
"Goshen","0900532290","2010-2014","Self-Employed, Not Incorporated","Percent","Employment",13.8
"Goshen","0900532290","2010-2014","Self-Employed, Not Incorporated","Percent","Margins of Error",5.3
"Goshen","0900532290","2010-2014","Government","Percent","Employment",20.2
"Goshen","0900532290","2010-2014","Government","Percent","Margins of Error",7
"Goshen","0900532290","2010-2014","Private, Profit","Percent","Employment",55.2
"Goshen","0900532290","2010-2014","Private, Profit","Percent","Margins of Error",7.9
"Goshen","0900532290","2010-2014","Private, Not-for-profit","Percent","Employment",6.2
"Goshen","0900532290","2010-2014","Private, Not-for-profit","Percent","Margins of Error",3.4
"Goshen","0900532290","2011-2015","Total","Number","Employment",1445
"Goshen","0900532290","2011-2015","Total","Number","Margins of Error",165
"Goshen","0900532290","2011-2015","Self-Employed, Incorporated","Percent","Employment",6.7
"Goshen","0900532290","2011-2015","Self-Employed, Incorporated","Percent","Margins of Error",3.7
"Goshen","0900532290","2011-2015","Self-Employed, Not Incorporated","Percent","Employment",12.1
"Goshen","0900532290","2011-2015","Self-Employed, Not Incorporated","Percent","Margins of Error",4.9
"Goshen","0900532290","2011-2015","Government","Percent","Employment",21.6
"Goshen","0900532290","2011-2015","Government","Percent","Margins of Error",7
"Goshen","0900532290","2011-2015","Private, Profit","Percent","Employment",51.3
"Goshen","0900532290","2011-2015","Private, Profit","Percent","Margins of Error",7.9
"Goshen","0900532290","2011-2015","Private, Not-for-profit","Percent","Employment",8.3
"Goshen","0900532290","2011-2015","Private, Not-for-profit","Percent","Margins of Error",3.7
"Goshen","0900532290","2012-2016","Total","Number","Employment",1440
"Goshen","0900532290","2012-2016","Total","Number","Margins of Error",132
"Goshen","0900532290","2012-2016","Self-Employed, Incorporated","Percent","Employment",4.6
"Goshen","0900532290","2012-2016","Self-Employed, Incorporated","Percent","Margins of Error",3.2
"Goshen","0900532290","2012-2016","Self-Employed, Not Incorporated","Percent","Employment",12.4
"Goshen","0900532290","2012-2016","Self-Employed, Not Incorporated","Percent","Margins of Error",4.4
"Goshen","0900532290","2012-2016","Government","Percent","Employment",16.9
"Goshen","0900532290","2012-2016","Government","Percent","Margins of Error",6.5
"Goshen","0900532290","2012-2016","Private, Profit","Percent","Employment",54.9
"Goshen","0900532290","2012-2016","Private, Profit","Percent","Margins of Error",7
"Goshen","0900532290","2012-2016","Private, Not-for-profit","Percent","Employment",11.3
"Goshen","0900532290","2012-2016","Private, Not-for-profit","Percent","Margins of Error",3.9
"Granby","0900332640","2006-2010","Total","Number","Employment",6262
"Granby","0900332640","2006-2010","Total","Number","Margins of Error",281
"Granby","0900332640","2006-2010","Self-Employed, Incorporated","Percent","Employment",4.2
"Granby","0900332640","2006-2010","Self-Employed, Incorporated","Percent","Margins of Error",1.8
"Granby","0900332640","2006-2010","Self-Employed, Not Incorporated","Percent","Employment",8.7
"Granby","0900332640","2006-2010","Self-Employed, Not Incorporated","Percent","Margins of Error",2.1
"Granby","0900332640","2006-2010","Government","Percent","Employment",16.6
"Granby","0900332640","2006-2010","Government","Percent","Margins of Error",3.2
"Granby","0900332640","2006-2010","Private, Profit","Percent","Employment",62.8
"Granby","0900332640","2006-2010","Private, Profit","Percent","Margins of Error",4.5
"Granby","0900332640","2006-2010","Private, Not-for-profit","Percent","Employment",7.7
"Granby","0900332640","2006-2010","Private, Not-for-profit","Percent","Margins of Error",2.6
"Granby","0900332640","2007-2011","Total","Number","Employment",6222
"Granby","0900332640","2007-2011","Total","Number","Margins of Error",293
"Granby","0900332640","2007-2011","Self-Employed, Incorporated","Percent","Employment",4.2
"Granby","0900332640","2007-2011","Self-Employed, Incorporated","Percent","Margins of Error",1.8
"Granby","0900332640","2007-2011","Self-Employed, Not Incorporated","Percent","Employment",8.8
"Granby","0900332640","2007-2011","Self-Employed, Not Incorporated","Percent","Margins of Error",2.7
"Granby","0900332640","2007-2011","Government","Percent","Employment",18.5
"Granby","0900332640","2007-2011","Government","Percent","Margins of Error",3.7
"Granby","0900332640","2007-2011","Private, Profit","Percent","Employment",60.5
"Granby","0900332640","2007-2011","Private, Profit","Percent","Margins of Error",4.8
"Granby","0900332640","2007-2011","Private, Not-for-profit","Percent","Employment",8
"Granby","0900332640","2007-2011","Private, Not-for-profit","Percent","Margins of Error",2.4
"Granby","0900332640","2008-2012","Total","Number","Employment",6394
"Granby","0900332640","2008-2012","Total","Number","Margins of Error",230
"Granby","0900332640","2008-2012","Self-Employed, Incorporated","Percent","Employment",4
"Granby","0900332640","2008-2012","Self-Employed, Incorporated","Percent","Margins of Error",1.6
"Granby","0900332640","2008-2012","Self-Employed, Not Incorporated","Percent","Employment",8.7
"Granby","0900332640","2008-2012","Self-Employed, Not Incorporated","Percent","Margins of Error",2.5
"Granby","0900332640","2008-2012","Government","Percent","Employment",17.2
"Granby","0900332640","2008-2012","Government","Percent","Margins of Error",3.2
"Granby","0900332640","2008-2012","Private, Profit","Percent","Employment",60.9
"Granby","0900332640","2008-2012","Private, Profit","Percent","Margins of Error",4.5
"Granby","0900332640","2008-2012","Private, Not-for-profit","Percent","Employment",9.2
"Granby","0900332640","2008-2012","Private, Not-for-profit","Percent","Margins of Error",2.4
"Granby","0900332640","2009-2013","Total","Number","Employment",6294
"Granby","0900332640","2009-2013","Total","Number","Margins of Error",256
"Granby","0900332640","2009-2013","Self-Employed, Incorporated","Percent","Employment",4.3
"Granby","0900332640","2009-2013","Self-Employed, Incorporated","Percent","Margins of Error",1.8
"Granby","0900332640","2009-2013","Self-Employed, Not Incorporated","Percent","Employment",9.6
"Granby","0900332640","2009-2013","Self-Employed, Not Incorporated","Percent","Margins of Error",2.9
"Granby","0900332640","2009-2013","Government","Percent","Employment",16.5
"Granby","0900332640","2009-2013","Government","Percent","Margins of Error",2.9
"Granby","0900332640","2009-2013","Private, Profit","Percent","Employment",60.8
"Granby","0900332640","2009-2013","Private, Profit","Percent","Margins of Error",4.9
"Granby","0900332640","2009-2013","Private, Not-for-profit","Percent","Employment",8.7
"Granby","0900332640","2009-2013","Private, Not-for-profit","Percent","Margins of Error",3
"Granby","0900332640","2010-2014","Total","Number","Employment",6178
"Granby","0900332640","2010-2014","Total","Number","Margins of Error",273
"Granby","0900332640","2010-2014","Self-Employed, Incorporated","Percent","Employment",3
"Granby","0900332640","2010-2014","Self-Employed, Incorporated","Percent","Margins of Error",1.5
"Granby","0900332640","2010-2014","Self-Employed, Not Incorporated","Percent","Employment",10.1
"Granby","0900332640","2010-2014","Self-Employed, Not Incorporated","Percent","Margins of Error",2.7
"Granby","0900332640","2010-2014","Government","Percent","Employment",16.6
"Granby","0900332640","2010-2014","Government","Percent","Margins of Error",3.2
"Granby","0900332640","2010-2014","Private, Profit","Percent","Employment",64.3
"Granby","0900332640","2010-2014","Private, Profit","Percent","Margins of Error",4.3
"Granby","0900332640","2010-2014","Private, Not-for-profit","Percent","Employment",6
"Granby","0900332640","2010-2014","Private, Not-for-profit","Percent","Margins of Error",2
"Granby","0900332640","2011-2015","Total","Number","Employment",6024
"Granby","0900332640","2011-2015","Total","Number","Margins of Error",285
"Granby","0900332640","2011-2015","Self-Employed, Incorporated","Percent","Employment",4
"Granby","0900332640","2011-2015","Self-Employed, Incorporated","Percent","Margins of Error",1.7
"Granby","0900332640","2011-2015","Self-Employed, Not Incorporated","Percent","Employment",10.1
"Granby","0900332640","2011-2015","Self-Employed, Not Incorporated","Percent","Margins of Error",2.9
"Granby","0900332640","2011-2015","Government","Percent","Employment",13.6
"Granby","0900332640","2011-2015","Government","Percent","Margins of Error",3
"Granby","0900332640","2011-2015","Private, Profit","Percent","Employment",65.9
"Granby","0900332640","2011-2015","Private, Profit","Percent","Margins of Error",4.8
"Granby","0900332640","2011-2015","Private, Not-for-profit","Percent","Employment",6.3
"Granby","0900332640","2011-2015","Private, Not-for-profit","Percent","Margins of Error",2.3
"Granby","0900332640","2012-2016","Total","Number","Employment",5899
"Granby","0900332640","2012-2016","Total","Number","Margins of Error",294
